zip,latitude,longitude
99553,54.143000,-165.785400
99571,55.185800,-162.721100
99583,54.854200,-163.411300
99612,55.062800,-162.305600
99661,55.319200,-160.491400
99546,51.874000,-176.634000
99547,52.196100,-174.200600
99591,56.594400,-169.618600
99638,52.938100,-168.867800
99660,57.184200,-170.276400
99685,53.887100,-166.519900
99692,53.889800,-166.542200
99501,61.211600,-149.876100
99502,61.166100,-149.960000
99503,61.190000,-149.893800
99504,61.203700,-149.744700
99505,59.866600,-158.599600
99506,59.866600,-158.599600
99507,61.153500,-149.828900
99508,61.206000,-149.810100
99509,61.218100,-149.900300
99510,61.144600,-149.878400
99511,61.068300,-149.800500
99513,61.214900,-149.886200
99514,61.218100,-149.900300
99515,61.119400,-149.897400
99516,61.105400,-149.780000
99517,61.190100,-149.936100
99518,61.154900,-149.886600
99519,61.108900,-149.440300
99520,61.218100,-149.900300
99521,61.218100,-149.900300
99522,61.218100,-149.900300
99523,61.218100,-149.900300
99524,61.218100,-149.900300
99529,61.151500,-149.944300
99530,61.151500,-149.944300
99540,61.108900,-149.440300
99567,61.409800,-149.453700
99577,61.311400,-149.508500
99587,60.957700,-149.140600
99599,61.187200,-149.880400
99695,61.108900,-149.440300
99545,59.959900,-162.891900
99551,60.909400,-161.431400
99552,60.912200,-161.213900
99557,61.578300,-159.522200
99559,60.792200,-161.755800
99561,60.153700,-164.210300
99575,61.818100,-158.002500
99578,60.215100,-162.032300
99589,59.118900,-161.587500
99607,61.541000,-160.326100
99609,60.895600,-162.518100
99614,59.923200,-164.101000
99621,60.812200,-161.435800
99622,59.864400,-163.134200
99626,61.513800,-160.360000
99630,60.365700,-166.283600
99634,60.696700,-161.951900
99637,60.533800,-165.103700
99641,60.896900,-162.459400
99651,59.013100,-161.816400
99655,59.738100,-161.874900
99656,61.761100,-157.312500
99668,61.702500,-157.169700
99679,61.108800,-160.938900
99680,60.343100,-162.663100
99681,60.585600,-165.255800
99690,60.479400,-164.723900
99613,58.688300,-156.661400
99633,58.783000,-156.899200
99670,58.663900,-156.975600
99574,60.536200,-145.753400
99677,60.890600,-146.670300
99686,61.101000,-146.900000
99693,60.773400,-148.683900
99566,61.515600,-144.439600
99573,61.977000,-145.329700
99586,62.301400,-145.302700
99588,62.103900,-145.661700
99704,64.296600,-149.160800
99729,63.395500,-148.897300
99743,63.917100,-149.011100
99744,64.344200,-149.186900
99755,63.543600,-149.986700
99555,59.269700,-158.619900
99569,58.817300,-158.529900
99576,59.040200,-158.523100
99580,59.362800,-157.478200
99628,59.009600,-158.989700
99636,59.488200,-157.290500
99678,59.061900,-160.376400
99701,64.837800,-147.716400
99702,64.673500,-147.080500
99703,64.828300,-147.655700
99705,64.780500,-147.369400
99706,64.852100,-147.937700
99707,64.837800,-147.716400
99708,64.947500,-147.856400
99709,64.854400,-147.846900
99710,64.837800,-147.716400
99711,64.837800,-147.716400
99712,64.910900,-147.510500
99714,64.509100,-146.953000
99716,64.874600,-146.898200
99725,64.871000,-148.094900
99775,64.859100,-147.826700
99790,64.837800,-147.716400
99827,59.251900,-135.542000
99820,57.500500,-134.586000
99825,58.194400,-136.343300
99826,58.428400,-135.761500
99829,58.097700,-135.431600
99832,57.960800,-136.227500
99841,57.780800,-135.218900
99801,58.362800,-134.529400
99802,58.301900,-134.419700
99803,58.301900,-134.419700
99811,58.301900,-134.419700
99812,58.327100,-134.474200
99821,58.449400,-134.700300
99824,58.275600,-134.395000
99850,58.301900,-134.419700
99556,59.837100,-151.707800
99568,60.231100,-151.393600
99572,60.476700,-149.823500
99603,59.537400,-151.235600
99605,60.872600,-149.468300
99610,60.316400,-151.289600
99611,60.614500,-151.254600
99631,60.614800,-149.405600
99635,60.700700,-151.276600
99639,60.010800,-151.639600
99663,59.449500,-151.700900
99664,60.132900,-149.398500
99669,60.481800,-151.135800
99672,60.513600,-150.853200
99682,61.068100,-151.136900
99901,55.372000,-131.683200
99928,55.395400,-131.675400
99950,55.342200,-131.647800
99550,57.867500,-152.882200
99608,57.568900,-154.455100
99615,57.603600,-153.375100
99619,57.790000,-152.407200
99624,57.540000,-153.978600
99643,57.202800,-153.303900
99644,57.923600,-152.502200
99697,57.790000,-152.407200
99554,62.694400,-164.647500
99563,61.529000,-165.590500
99581,62.781800,-164.533500
99585,61.928700,-162.268000
99604,61.527000,-166.115100
99620,63.029500,-163.554200
99632,62.112300,-163.664400
99650,61.946200,-162.874700
99657,61.774400,-161.393900
99658,62.117200,-163.237600
99662,61.845000,-165.581900
99666,62.530900,-164.849600
99548,56.244800,-158.757800
99549,56.964300,-158.566400
99564,56.301600,-158.415700
99565,58.268700,-156.648400
99579,58.206200,-157.342200
99606,59.752500,-154.823600
99625,59.290500,-156.650300
99640,59.973600,-154.845800
99647,59.868100,-154.075700
99648,55.945300,-159.259300
99649,57.564200,-157.579200
99653,60.202500,-154.312800
99623,61.546300,-149.590100
99629,61.584100,-149.443600
99645,61.630300,-148.987200
99652,61.521400,-149.954400
99654,61.592300,-149.395900
99667,61.990300,-151.397800
99674,61.732700,-148.783700
99676,62.260500,-150.110100
99683,62.316700,-150.231400
99687,61.531300,-149.478400
99688,61.896600,-150.003800
99694,61.630300,-149.818100
99659,63.477600,-162.109100
99671,63.522200,-162.288100
99684,63.883500,-160.788400
99739,64.621700,-162.260400
99742,63.776600,-171.701700
99753,64.931900,-161.156900
99762,64.501100,-165.406400
99769,63.679700,-170.470900
99771,64.353700,-161.193200
99772,66.230600,-166.137300
99778,65.240200,-166.383300
99783,65.609200,-168.087500
99784,64.681400,-163.405600
99785,65.334200,-166.478600
99721,68.143300,-151.735800
99723,71.234600,-156.817400
99734,70.292200,-148.669400
99747,70.131900,-143.623900
99759,69.743900,-163.008400
99766,68.348600,-166.734700
99782,70.636900,-160.038300
99789,70.192700,-150.997100
99791,70.494700,-157.441100
99727,65.978900,-161.126200
99736,66.073700,-162.714000
99749,66.975000,-160.422800
99750,67.726900,-164.533300
99751,66.907200,-156.881100
99752,66.898500,-162.598100
99761,67.571100,-162.965300
99763,66.836400,-161.044100
99770,66.603900,-160.006900
